City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,marzuq,14.4,46.4667,25.42,27,23,2.26,YE,1674555440
285,kulhudhuffushi,6.6221,73.07,25.87,73,100,2.12,MV,1674555440
286,natchitoches,31.7668,-93.1335,6.47,81,75,2.57,US,1674555441
287,mulchen,-37.7167,-72.2333,14.87,95,100,1.84,CL,1674555250
288,kyaukse,21.6,96.1333,32.0,29,20,2.57,MM,1674555389
289,evensk,61.95,159.2333,-13.28,87,100,9.22,RU,1674555442
290,gryfino,53.2524,14.4883,1.42,77,76,0.72,PL,1674555443
291,asyut,27.181,31.1837,21.88,37,0,4.95,EG,1674555443
292,yumen,40.2833,97.2,-11.44,48,4,9.33,CN,1674555443
293,katherine,-14.4667,132.2667,25.18,88,75,3.6,AU,1674555444
294,rancho palos verdes,33.7445,-118.387,11.97,46,0,0.45,US,1674555263
295,dharmanagar,24.3667,92.1667,28.3,24,100,1.87,IN,1674555378
296,bethel,41.3712,-73.414,2.2,74,75,2.57,US,1674555444
297,oranjemund,-28.55,16.4333,21.99,58,3,5.66,NA,1674555444
298,nome,64.5011,-165.4064,-17.96,60,0,6.69,US,1674555445
299,itacoatiara,-3.1431,-58.4442,21.93,98,100,1.28,BR,1674555258
300,tuyen quang,21.8233,105.2181,18.99,35,60,0.69,VN,1674555301
301,kholm,59.2667,32.85,-4.44,90,100,4.94,RU,1674555445
302,zyryanka,65.75,150.85,-30.8,95,100,0.8,RU,1674555446
303,cap malheureux,-19.9842,57.6142,23.81,83,100,4.21,MU,1674555446
304,banepa,27.6298,85.5214,19.18,37,20,6.69,NP,1674555446
305,horodkivka,49.9068,28.9847,0.14,66,10,3.38,UA,1674555447
306,onda,39.9667,-0.25,8.97,42,98,1.36,ES,1674555447
307,ketchikan,55.3422,-131.6461,6.99,87,100,2.57,US,1674555447
308,puerto del rosario,28.5004,-13.8627,17.86,63,40,8.23,ES,1674555448
309,gizo,-8.103,156.8419,26.78,83,100,4.07,SB,1674555448
310,kirakira,-10.4544,161.9205,26.11,86,99,2.35,SB,1674555448
311,roald,62.5833,6.1333,9.08,81,75,7.2,NO,1674555449
312,linda,39.1277,-121.5508,7.6,83,0,1.54,US,1674555449
313,abu zabad,12.35,29.25,30.88,21,14,8.61,SD,1674555432
314,taltal,-25.4,-70.4833,19.41,84,30,0.51,CL,1674555449
315,valdivia,-39.8142,-73.2459,10.05,97,63,0.58,CL,1674555450
316,polewali,-3.4324,119.3435,26.43,87,98,0.97,ID,1674555351
317,sembe,1.6481,14.5806,32.6,40,97,1.89,CG,1674555450
318,dikson,73.5069,80.5464,-20.93,96,100,16.44,RU,1674555451
319,nacogdoches,31.6002,-94.6335,7.8,87,100,3.09,US,1674555451
320,marhaura,25.9667,84.8667,27.96,30,1,1.9,IN,1674555451
321,sioux lookout,50.1001,-91.917,-13.96,85,75,1.03,CA,1674555451
322,kavieng,-2.5744,150.7967,27.97,77,86,4.18,PG,1674555452
323,roebourne,-20.7833,117.1333,30.18,65,45,5.05,AU,1674555452
324,buala,-8.145,159.5921,25.83,84,100,0.89,SB,1674555453
325,esperance,-33.8667,121.9,24.6,57,4,9.86,AU,1674555454
326,mont-dore,-22.2833,166.5833,24.99,90,48,0.67,NC,1674555454
327,qiqihar,47.3408,123.9672,-24.17,82,8,3.06,CN,1674555234
328,saint-francois,46.4154,3.9054,2.69,87,100,2.06,FR,1674555455
329,merauke,-8.4667,140.3333,26.64,81,100,2.71,ID,1674555455
330,sovetskiy,61.3614,63.5842,-5.5,79,79,4.05,RU,1674555412
331,kawalu,-7.3817,108.2082,26.66,80,83,1.73,ID,1674555456
332,narsaq,60.9167,-46.05,-5.88,97,100,1.63,GL,1674555456
333,baglan,36.1307,68.7083,1.4,65,62,1.63,AF,1674555456
334,santa cruz de tenerife,28.4682,-16.2546,19.79,75,20,4.12,ES,1674555437
335,rognan,67.0953,15.3878,4.08,90,82,3.36,NO,1674555457
336,la orilla,17.9833,-102.2333,20.53,68,2,1.99,MX,1674555457
337,mayo,38.8876,-76.5119,3.33,75,0,4.63,US,1674555458
338,qandala,11.472,49.8728,25.78,57,11,6.31,SO,1674555458
339,sarny,51.338,26.6019,2.78,66,15,2.74,UA,1674555458
340,meulaboh,4.1363,96.1285,25.91,85,79,5.32,ID,1674555347
341,bangassou,4.7413,22.8184,36.92,10,100,1.76,CF,1674555459
342,bogalusa,30.791,-89.8487,6.86,87,75,1.54,US,1674555459
343,mahajanga,-15.7167,46.3167,26.01,94,75,5.14,MG,1674555459
344,kemijarvi,66.7131,27.4306,-5.02,92,46,2.86,FI,1674555460
345,codrington,-38.2667,141.9667,15.81,87,14,3.5,AU,1674555460
346,esmeraldas,-19.7625,-44.3139,20.48,98,100,1.03,BR,1674555274
347,carauari,-4.8828,-66.8958,21.99,100,100,0.44,BR,1674555437
348,nanakuli,21.3906,-158.1547,22.97,75,0,1.54,US,1674555461
349,kutum,14.2,24.6667,25.03,8,43,4.94,SD,1674555461
350,kokopo,-4.352,152.2633,26.02,81,95,1.25,PG,1674555462
351,freeport,40.6576,-73.5832,3.1,66,100,5.14,US,1674555330
352,quatre cocos,-20.2078,57.7625,28.06,75,100,3.04,MU,1674555462
353,upington,-28.4478,21.2561,23.48,25,84,6.42,ZA,1674555462
354,sambava,-14.2667,50.1667,28.26,70,100,3.08,MG,1674555408
355,kangaatsiaq,68.3065,-53.4641,-9.66,83,100,3.26,GL,1674555463
356,gamba,-2.65,10.0,28.63,68,72,2.88,GA,1674555464
357,xaxim,-26.9617,-52.5347,18.21,74,0,1.0,BR,1674555464
358,marawi,7.9986,124.2928,20.74,98,100,1.43,PH,1674555464
359,san luis,-33.295,-66.3356,21.55,53,90,2.06,AR,1674555464
360,qasigiannguit,68.8193,-51.1922,-4.86,76,100,3.3,GL,1674555465
361,boulder city,35.9786,-114.8325,5.36,36,0,5.66,US,1674555465
362,zhezkazgan,47.8043,67.7144,-11.01,79,0,6.0,KZ,1674555465
363,vallenar,-28.5708,-70.7581,18.16,77,0,0.58,CL,1674555198
364,kaili,-3.4626,120.2147,21.56,92,100,1.17,ID,1674555466
365,dallas,32.7668,-96.7836,9.03,62,100,5.14,US,1674555137
366,ust-maya,60.4167,134.5333,-48.39,100,93,0.76,RU,1674555467
367,perth,-31.9333,115.8333,30.66,59,0,9.26,AU,1674555166
368,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,66,20,4.0,RU,1674555467
369,uttiramerur,12.6,79.7667,29.3,43,28,6.08,IN,1674555330
370,comodoro rivadavia,-45.8667,-67.5,13.92,41,0,5.66,AR,1674555468
371,baykit,61.67,96.37,-34.74,99,54,1.38,RU,1674555468
372,ambovombe,-25.1667,46.0833,28.65,62,88,10.08,MG,1674555469
373,faxinal,-24.0003,-51.3194,17.76,91,100,1.36,BR,1674555469
374,tateyama,34.9833,139.8667,8.56,48,52,13.84,JP,1674555430
375,caravelas,-17.7125,-39.2481,26.14,82,100,4.05,BR,1674555470
376,mahibadhoo,3.7833,72.9667,25.59,82,100,8.43,MV,1674555470
377,ocos,14.5094,-92.1933,22.1,77,10,1.29,GT,1674555470
378,zlobin,45.2924,14.6541,4.77,67,0,4.63,HR,1674555471
379,lengshuitan,26.4111,111.5956,7.06,21,0,5.36,CN,1674555232
380,vao,-22.6667,167.4833,25.93,79,36,1.56,NC,1674555471
381,maragogi,-9.0122,-35.2225,26.71,69,15,2.73,BR,1674555471
382,devils lake,48.1128,-98.8651,-7.01,86,100,6.69,US,1674555472
383,vega baja,18.4444,-66.3877,23.97,81,38,2.96,PR,1674555473
384,balao,-2.9167,-79.8167,23.89,83,97,0.84,EC,1674555473
385,yaan,7.3833,8.5667,33.28,37,8,0.98,NG,1674555473
386,chuy,-33.6971,-53.4616,17.44,75,0,1.89,UY,1674555397
387,rundu,-17.9333,19.7667,29.08,48,51,1.46,NA,1674555474
388,ichhawar,23.0167,77.0167,26.05,33,5,5.38,IN,1674555474
389,lubben,51.95,13.9,1.06,77,74,3.75,DE,1674555474
390,rodeo,38.033,-122.2669,11.95,59,0,3.58,US,1674555475
391,tecpan,14.7623,-90.9947,5.49,96,30,2.16,GT,1674555475
392,kamiiso,41.8167,140.65,-11.79,56,40,6.17,JP,1674555475
393,tomarovka,50.6834,36.2331,0.42,49,52,4.08,RU,1674555476
394,santa vitoria do palmar,-33.5189,-53.3681,17.77,74,0,1.43,BR,1674555361
395,portmore,17.9702,-76.8672,25.01,79,20,3.6,JM,1674555476
396,siva,29.2041,25.5195,18.0,51,0,3.42,EG,1674555476
397,el alto,-4.2714,-81.2147,20.84,76,90,4.26,PE,1674555477
398,ipixuna,-1.7625,-48.8043,22.36,98,100,1.11,BR,1674555477
399,dali,25.7,100.1833,15.83,29,12,2.93,CN,1674555478
400,mayor pablo lagerenza,-19.9309,-60.7718,23.0,93,100,2.11,PY,1674555478
401,yichun,47.7,128.9,-28.41,91,96,3.37,CN,1674555232
402,san andres,12.5847,-81.7006,27.01,78,20,7.72,CO,1674555479
403,semnan,35.5729,53.3971,4.45,28,0,0.85,IR,1674555479
404,sitka,57.0531,-135.33,5.94,81,100,3.6,US,1674555480
405,jalingo,8.8833,11.3667,35.5,10,68,3.17,NG,1674555480
406,curillo,1.0333,-75.9191,20.98,98,98,0.64,CO,1674555481
407,nuuk,64.1835,-51.7216,-1.66,93,100,13.38,GL,1674555482
408,lima,-12.0432,-77.0282,21.06,86,100,5.14,PE,1674555482
409,henties bay,-22.116,14.2845,19.25,78,100,5.62,NA,1674555482
410,dunedin,-45.8742,170.5036,13.78,65,54,0.89,NZ,1674555467
411,antalya,36.7741,30.7178,18.33,66,0,1.03,TR,1674555483
412,kieta,-6.2167,155.6333,24.98,93,100,1.95,PG,1674555484
413,yazykovo,55.2199,56.1353,-10.46,93,99,1.56,RU,1674555484
414,jalu,29.0331,21.5482,18.15,35,0,5.04,LY,1674555484
415,sao joao da barra,-21.6403,-41.0511,25.05,91,100,3.01,BR,1674555484
416,ucluelet,48.9329,-125.5528,7.27,92,100,0.48,CA,1674555485
417,dudinka,69.4058,86.1778,-29.66,97,35,3.92,RU,1674555485
418,tautira,-17.7333,-149.15,25.98,82,96,4.77,PF,1674555485
419,kenai,60.5544,-151.2583,0.05,97,100,1.54,US,1674555486
420,port hardy,50.6996,-127.4199,5.1,100,100,3.6,CA,1674555486
421,hannibal,39.7084,-91.3585,-0.37,86,0,0.0,US,1674555344
422,paamiut,61.994,-49.6678,-2.02,94,100,8.58,GL,1674555487
423,boa vista,2.8197,-60.6733,21.99,88,0,1.54,BR,1674555487
424,salinopolis,-0.6136,-47.3561,24.9,87,100,4.37,BR,1674555364
425,geraldton,-28.7667,114.6,24.23,73,75,8.75,AU,1674555488
426,mezen,65.8522,44.24,-8.84,95,100,4.63,RU,1674555488
427,cheremkhovo,53.1561,103.0675,-23.93,97,100,1.78,RU,1674555488
428,virginia beach,36.8529,-75.978,3.01,72,0,3.6,US,1674555489
429,qaqortoq,60.7167,-46.0333,-1.91,96,100,2.59,GL,1674555489
430,eureka,40.8021,-124.1637,3.34,74,12,2.12,US,1674555348
431,moranbah,-22.0016,148.0466,26.2,63,9,7.41,AU,1674555490
432,muros,42.7762,-9.0603,10.61,64,4,6.85,ES,1674555491
433,disna,55.568,28.1971,-3.13,83,100,2.9,BY,1674555491
434,bhongir,17.5108,78.8889,28.61,28,20,4.63,IN,1674555371
435,linxia,35.6003,103.2064,-6.34,45,1,1.08,CN,1674555492
436,nanchong,30.7951,106.0847,8.44,63,41,3.89,CN,1674555301
437,huangchuan,32.1272,115.0394,-1.95,25,35,2.9,CN,1674555492
438,huanren,41.2647,125.3667,-20.51,66,78,2.12,CN,1674555241
439,bereda,43.2686,-7.5406,5.64,97,63,3.41,ES,1674555492
440,jinchang,38.4953,102.1739,-8.46,25,52,1.9,CN,1674555493
441,salalah,17.0151,54.0924,25.05,57,40,5.66,OM,1674555493
442,shache,38.4167,77.2406,-3.49,60,3,1.78,CN,1674555243
443,aksu,41.1231,80.2644,-8.04,66,6,1.21,CN,1674555250
444,solnechnyy,50.7214,136.6319,-33.55,98,100,1.89,RU,1674555494
445,kuruman,-27.4524,23.4325,31.66,24,8,7.23,ZA,1674555345
446,angoche,-16.2325,39.9086,32.14,53,98,6.23,MZ,1674555495
447,weihe,32.9952,105.3247,-0.5,43,6,3.24,CN,1674555496
448,cruzeiro,-22.5761,-44.9628,20.86,96,100,0.93,BR,1674555279
449,palencia,42.4167,-4.5,2.11,80,80,4.97,ES,1674555496
450,tagusao,9.1924,117.8141,26.52,79,96,7.4,PH,1674555496
451,beloha,-25.1667,45.05,31.15,50,99,9.33,MG,1674555497
452,kjollefjord,70.9457,27.3465,0.9,80,40,13.89,NO,1674555497
453,meiningen,50.5679,10.4152,1.53,86,40,2.6,DE,1674555497
454,kikwit,-5.041,18.8162,30.85,52,93,1.18,CD,1674555498
455,belmonte,-15.8631,-38.8828,26.32,80,92,3.66,BR,1674555499
456,paragominas,-2.9667,-47.4833,21.78,99,100,0.79,BR,1674555499
457,mitsamiouli,-11.3847,43.2844,27.09,80,100,6.33,KM,1674555500
458,mananjary,-21.2167,48.3333,24.87,87,100,1.54,MG,1674555500
459,fairbanks,64.8378,-147.7164,-20.22,79,100,1.54,US,1674555500
460,maldonado,-34.6667,-54.9167,19.01,57,0,2.15,UY,1674555501
461,kandrian,-6.2167,149.55,26.25,87,100,3.14,PG,1674555501
462,nantucket,41.2835,-70.0995,1.08,74,100,5.66,US,1674555501
463,pisco,-13.7,-76.2167,20.03,88,100,4.12,PE,1674555501
464,vila franca do campo,37.7167,-25.4333,15.23,87,67,5.53,PT,1674555502
465,vega de alatorre,20.0333,-96.6333,20.39,89,76,1.54,MX,1674555502
466,montorio al vomano,42.5831,13.6383,9.33,77,39,1.02,IT,1674555503
467,christchurch,-43.5333,172.6333,15.18,79,100,4.63,NZ,1674555323
468,englehart,47.8169,-79.8664,-4.69,80,100,8.75,CA,1674555503
469,staromyshastovskaya,45.3433,39.0761,6.13,53,5,4.77,RU,1674555504
470,minna,9.6139,6.5569,34.17,11,40,3.05,NG,1674555368
471,samfya,-11.3649,29.5565,20.03,84,100,2.59,ZM,1674555286
472,hasaki,35.7333,140.8333,3.22,83,57,8.61,JP,1674555259
473,blackwater,-23.5833,148.8833,28.37,55,65,7.27,AU,1674555505
474,turtas,58.9417,69.1325,-8.98,94,99,2.72,RU,1674555505
475,lardos,36.0942,28.0157,17.9,51,0,1.84,GR,1674555505
476,maniitsoq,65.4167,-52.9,-4.27,95,100,1.79,GL,1674555506
477,zhucheng,35.9947,119.3975,-9.32,14,0,4.63,CN,1674555506
478,berdigestyakh,62.0989,126.6992,-42.42,100,100,1.38,RU,1674555507
479,port macquarie,-31.4333,152.9167,23.27,87,81,4.17,AU,1674555507
480,pafos,34.7667,32.4167,18.88,68,0,2.57,CY,1674555377
481,linfen,36.0889,111.5189,-7.68,28,2,2.03,CN,1674555223
482,wuxi,31.5689,120.2886,-2.81,32,64,6.68,CN,1674555508
483,saint-georges,12.0564,-61.7485,24.82,83,75,6.17,GD,1674555509
484,ewa beach,21.3156,-158.0072,22.97,78,0,2.06,US,1674555509
485,progreso,21.2833,-89.6667,22.06,91,0,3.91,MX,1674555510
486,matay,28.419,30.7792,21.68,42,8,6.89,EG,1674555238
487,novo aripuana,-5.1206,-60.3797,21.71,99,98,0.59,BR,1674555510
488,alofi,-19.0595,-169.9187,22.94,94,9,0.51,NU,1674555511
489,honiara,-9.4333,159.95,25.6,89,100,0.04,SB,1674555511
490,yasnogorsk,54.4803,37.6975,-3.02,80,26,2.3,RU,1674555511
491,kalmunai,7.4167,81.8167,26.37,72,76,5.44,LK,1674555373
492,howard springs,-12.497,131.047,27.95,97,100,4.75,AU,1674555512
493,aljezur,37.3191,-8.8033,8.38,51,0,4.85,PT,1674555512
494,lusambo,-4.9667,23.45,32.5,46,96,0.98,CD,1674555512
495,ambulu,-8.345,113.6058,27.87,79,74,1.94,ID,1674555513
496,vagur,61.4732,-6.8119,8.53,83,100,16.64,FO,1674555513
497,terrace bay,48.7834,-87.1,-19.02,96,65,3.64,CA,1674555513
498,namatanai,-3.6667,152.4333,26.8,80,93,3.02,PG,1674555514
499,hervey bay,-25.2986,152.8535,26.68,77,0,2.68,AU,1674555514
500,port-gentil,-0.7193,8.7815,28.98,84,20,3.6,GA,1674555514
501,benghazi,32.1167,20.0667,17.07,45,0,5.54,LY,1674555514
502,waipawa,-41.4122,175.5153,11.48,87,41,2.14,NZ,1674555515
503,wahlern,46.8281,7.3532,0.44,70,75,4.12,CH,1674555515
504,garowe,8.4054,48.4845,29.76,25,6,6.05,SO,1674555516
505,biak,-0.9131,122.8766,26.21,81,99,0.24,ID,1674555516
506,hohhot,40.8106,111.6522,-17.84,42,0,1.0,CN,1674555516
507,high prairie,55.4334,-116.4858,-0.78,87,81,3.99,CA,1674555516
508,ola,59.5833,151.2833,-23.61,84,100,5.71,RU,1674555517
509,lavrentiya,65.5833,-171.0,-26.25,95,21,4.85,RU,1674555518
510,shitanjing,39.2342,106.3439,-13.69,24,3,2.07,CN,1674555440
511,springfield,37.2153,-93.2982,-0.01,89,0,2.57,US,1674555273
512,kosonsoy,41.2561,71.5508,-2.69,71,2,0.95,UZ,1674555519
513,dalby,-27.1833,151.2667,23.32,90,91,0.89,AU,1674555520
514,umm lajj,25.0213,37.2685,23.81,50,0,3.45,SA,1674555520
515,desaguadero,-16.5656,-69.0417,7.05,76,100,1.7,PE,1674555520
516,koumac,-20.5667,164.2833,26.41,85,26,2.14,NC,1674555521
517,umm kaddadah,13.6017,26.6876,28.33,15,4,8.14,SD,1674555522
518,sorland,67.667,12.6934,3.92,67,98,11.16,NO,1674555522
519,tessalit,20.1986,1.0114,24.55,11,0,3.66,ML,1674555523
520,wuwei,37.9281,102.6414,-7.35,22,84,2.36,CN,1674555523
521,moerai,-22.4333,-151.3333,25.3,83,88,11.77,PF,1674555524
522,yerkoy,39.6381,34.4672,9.64,47,5,0.35,TR,1674555524
523,do gonbadan,30.3586,50.7981,17.05,55,40,2.06,IR,1674555524
524,tanabe,33.7333,135.3667,1.56,55,75,13.89,JP,1674555497
525,hamilton,39.1834,-84.5333,-0.65,91,0,4.12,US,1674555525
526,zaykovo,57.5613,62.7568,-5.03,91,24,2.67,RU,1674555525
527,arlit,18.7369,7.3853,30.09,8,3,3.87,NE,1674555526
528,belyy yar,53.6039,91.3903,-9.52,72,100,0.0,RU,1674555373
529,diplo,24.4667,69.584,23.14,15,0,5.17,PK,1674555526
530,saint-louis,16.3333,-15.0,24.23,22,21,1.8,SN,1674555526
531,nemuro,43.3236,145.575,-2.33,71,98,5.97,JP,1674555512
532,borger,52.9233,6.7931,2.68,87,67,3.02,NL,1674555527
533,san quintin,30.4833,-115.95,11.0,43,0,2.44,MX,1674555527
534,oxford,51.7522,-1.256,2.62,89,5,0.51,GB,1674555528
535,ust-tarka,55.5672,75.705,-12.2,94,78,4.37,RU,1674555528
536,abomsa,9.9833,39.9833,26.81,27,57,4.48,ET,1674555245
537,palimbang,6.2106,124.1894,25.68,86,100,0.96,PH,1674555528
538,atbasar,51.8,68.3333,-12.61,95,26,2.4,KZ,1674555371
539,manoel urbano,-8.8389,-69.2597,21.94,99,100,1.37,BR,1674555529
540,baiyin,36.5583,104.2081,-8.46,33,52,1.18,CN,1674555529
541,bilibino,68.0546,166.4372,-26.1,73,98,1.79,RU,1674555530
542,werda,-25.2667,23.2833,32.76,26,5,4.59,BW,1674555530
543,wagar,16.1525,36.2032,30.68,34,0,3.5,SD,1674555530
544,ambilobe,-13.2,49.05,24.32,92,100,2.35,MG,1674555531
545,kathmandu,27.7167,85.3167,20.12,43,20,6.69,NP,1674555003
546,sorong,-0.8833,131.25,27.16,79,100,2.49,ID,1674555277
547,san patricio,28.017,-97.5169,19.92,87,100,8.1,US,1674555532
548,nikki,9.9401,3.2108,32.3,10,20,3.58,BJ,1674555437
549,kloulklubed,7.0419,134.2556,24.28,83,100,6.77,PW,1674555532
550,jiaozuo,35.2397,113.2331,-3.28,10,0,1.6,CN,1674555532
551,greytown,-29.0642,30.5928,30.98,24,0,2.66,ZA,1674555533
552,tiarei,-17.5333,-149.3333,25.0,82,100,4.77,PF,1674555533
553,mirnyy,62.5353,113.9611,-30.19,94,100,2.22,RU,1674555534
554,suzun,53.7841,82.3116,-8.59,93,100,4.87,RU,1674555534
555,chase,50.8165,-119.6857,-3.81,98,97,0.48,CA,1674555534
556,tura,25.5198,90.2201,24.5,32,88,2.42,IN,1674555534
557,minsk,53.9,27.5667,-0.14,95,98,0.96,BY,1674555535
558,tecoanapa,16.5167,-98.75,21.84,69,0,0.93,MX,1674555536
559,obo,5.3998,26.4869,36.17,10,49,2.55,CF,1674555536
560,nelson bay,-32.7167,152.15,25.0,90,61,3.13,AU,1674555537
561,kolokani,13.5728,-8.0339,29.73,10,56,5.47,ML,1674555537
562,cururupu,-1.8283,-44.8683,23.18,96,99,1.06,BR,1674555537
563,sam phran,13.727,100.2153,35.01,52,96,2.78,TH,1674555240
564,kruisfontein,-34.0033,24.7314,22.16,53,95,10.14,ZA,1674555538
565,guatape,6.2327,-75.1586,13.47,95,98,0.97,CO,1674555538
566,pailon,-17.65,-62.75,23.82,91,100,3.62,BO,1674555539
567,buguda,19.8167,84.8,31.65,22,5,2.58,IN,1674555539
568,westport,41.1415,-73.3579,2.99,70,100,4.63,US,1674555539
569,nisia floresta,-6.0911,-35.2086,26.45,72,61,3.42,BR,1674555540
